id,text,created_at,retweet_count,favorite_count,source,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,brand
1245966340348719104,"@RealPaigeWWE Here's a really good one thats on Apple TV. Its called ""SEE""

https://t.co/YGT5ZaeCCu",2020-04-03 06:48:19,0,0,Twitter Web App,2930439713,JWrestlingV2,JohnnyZ All In For #KairiMania 🏴‍☠️,2014-12-18 18:54:52,"Raised in NY, now live in the desert. Fan of #NHL & Women's pro wrestling. Favorites: #Sabres #Yotes. I also run the @KairiSaneWWE fan account @KairiSaneFans",2042,1470,"Gilbert, AZ",1
1245966298619641856,@teylor_smirl Update: I've tried it. Needs more apple but I've run out. Might need more alcohol but I'm not sure,2020-04-03 06:48:09,0,0,Twitter for Android,155797599,SallyJhyphenP,it's me not you,2010-06-15 05:12:50,"geek, queer, aro/ace, vegan, feminist, goth(ish), weirdo. Host of @prideprejradio",179,408,"Adelaide, Australia",1
1245966293259476993,Xoxo https://t.co/OMMYixQpy8,2020-04-03 06:48:07,0,0,Twitter for iPhone,605402305,dyinglonly,𝓌𝑒𝓈,2012-06-11 12:59:46,مں ىحىك سٮڡرا لك حىى واں لم ىصع الىڡاط,373,706,Riyadh,1
1245966289727864833,@uhgoosetoe Apple,2020-04-03 06:48:07,0,0,Twitter for iPhone,809809237,playeerr1,Jorden,2012-09-07 23:41:06,🎈9teen,172,103,"Mableton, GA",1
1245966281838342146,"@KWESIARTHUR_  - Turn On the Lights

Produced by @yung_d3mz

OUTNOW 🚨🚨🔊🔊🔥🔥

Stream it Here 👇🏿👇🏿👇🏿👇🏿

https://t.co/hpREzej7Xk",2020-04-03 06:48:05,1,1,Twitter for Android,346563202,Ericstrofy,ᴇʀɪᴄsᴛʀᴏғʏ,2011-08-01 13:35:28,"@ELgh_  @VonationRecords @ELiensWorld


OUTNOW  🚨🚨

E.L - #SongsForGirls3

Get It Here


👇🏿👇🏿

https://t.co/IBPLPvUZTe",3171,3242,Tema /Ghana/West Africa,1
1245966268936511490,@cowboij I think it’s just a Fuji Apple,2020-04-03 06:48:02,0,0,Twitter for iPhone,1157308061645602816,lilfemmebabyy,tiff🌈,2019-08-02 15:11:58,lmao sorry,112,93,"Garden Grove, CA",1
1245966262456336387,@ImDonnieHouston He does drugs and sits cross crossed apple sauce pay him no mind,2020-04-03 06:48:00,0,0,Twitter for iPhone,177734032,smokebreakpodca,Laird James McCullen Destro XXIV,2010-08-12 23:03:16,Music x Sports x Black People x Fashion x lifestyle x geopolitics,81,197,kosovo,1
1245966260162007041,"You work for me now - make it snappy @amazon @google @microsoft @apple @facebook

We'll have an online meeting mid… https://t.co/tRavIXLYVG",2020-04-03 06:48:00,0,0,Twitter Web App,282904184,remixerator,Not an AI from your friendly village tech company,2011-04-16 05:16:38,"Lucky, Idea Machine, System Fighter, Problem Space Anarchist, Unknown Systematizer, Concept Advocate, Imaginary American, Variance Reducer, Dream Engineer",454,19,Escaping interface nets,1
1245966239580557314,"🔗 Radio Livestream Links for Harry’s Upcoming Radio Interviews 🔗

• Friday:
@BBCRadio2: https://t.co/KD1J3EW7Zs… https://t.co/RfHNQGZyvW",2020-04-03 06:47:55,6,17,Twitter for iPhone,367136122,hsnewsupdate,HS Updates.,2011-09-03 13:00:55,Fan account dedicated to updating you on the latest news of the multi-talented musician & actor @Harry_Styles • #TreatPeopleWithKindness,106710,244,Love On Tour,1
1245966178813653000,@baldengineer I don't know its history. I found it in the ASIMOV archive. It appears to be a cracked pre-release ve… https://t.co/RmH0jTL4EK,2020-04-03 06:47:40,0,0,TweetDeck,74505273,xotmatrix,xot ❤ 6502,2009-09-15 17:42:30,nullius in verba,1521,1198,United States,1
1245966153739952128,"@sstrawbaechu U r apple of my eyes, on your wedding day, sunny, me before you, banyaak",2020-04-03 06:47:34,0,0,Twitter for Android,1108713515928322048,itsurnana,ica,2019-03-21 12:54:35,"💚nct💚wayv💚
03.03
FAN ACCOUNT",727,663,,1
1245966145632514050,@andrewjaykeller @Apple Eye ID,2020-04-03 06:47:32,0,0,Twitter for iPhone,168354279,JeremyBoulerice,Jeremy Boulerice,2010-07-19 03:20:31,The Future Podcast (latest ep.) https://t.co/8qPcUlREyc • Media @ https://t.co/TH7CLwXB8f • Engineering @ https://t.co/aIOyYKiFXT 🤖,844,353,127.0.0.1,1
1245966145041190913,pero pues what can we expect of the guy who named his sword whatever (suibian) cause he couldnt come uo with anythi… https://t.co/b3Rsgi7vVY,2020-04-03 06:47:32,0,0,Twitter for iPhone,704844413428592640,wxluvbot,dani,2016-03-02 01:42:58,wangxian for brains,526,261,22,1
1245966134093983744,@JColeNC when you gonna add your mixtapes to Apple Music,2020-04-03 06:47:29,0,0,Twitter for iPhone,2724635022,bigboy_817,Ramiro Lopez,2014-08-11 21:10:42,"1995, I arrived",108,244,,1
1245966129866190849,@RealPaigeWWE Mythic Quest - Apple+ https://t.co/Wf7sqi2Xv8,2020-04-03 06:47:28,0,0,Twitter for iPad,246086198,Ragnvald83,El Asilvestrado 🦊,2011-02-02 03:00:04,"Just a teacher, movie enthusiasts, bad at telling jokes. Fanático del cine. Jodo luego existo 😑Si me followeas me alegro.",171,1106,,1
1245966107011399680,@JamesMelville ‘Get back’ The Beatles https://t.co/ehaU70f2KT,2020-04-03 06:47:23,0,0,Twitter for iPhone,250740127,AndrewJFrizzell,🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻,2011-02-11 18:15:23,𝔽𝕣𝕖𝕖𝕝𝕒𝕟𝕔𝕖 𝕝𝕚𝕘𝕙𝕥𝕚𝕟𝕘 𝕖𝕝𝕖𝕔𝕥𝕣𝕚𝕔𝕚𝕒𝕟 𝕒𝕟𝕕 𝕠𝕔𝕔𝕒𝕤𝕚𝕠𝕟𝕒𝕝 𝕘𝕒𝕗𝕗𝕖𝕣 𝕚𝕟 𝕥𝕙𝕖 𝕥𝕖𝕝𝕝𝕪 𝕚𝕟𝕕𝕦𝕤𝕥𝕣𝕪. 𝕄𝕪 𝕧𝕚𝕖𝕨𝕤.,370,257,Europe. ,1
1245966105681833985,"@milkand__ anyway, I’m fine with apple buying other companies, but fucking wiping it from android???? That’s a shit… https://t.co/9ZD97MiWxx",2020-04-03 06:47:23,0,0,Twitter for iPhone,4027198373,Legority,splegg bleaat 🦌,2015-10-23 22:15:59,‘YouTuber’ with ~10k subs. Minor. Totally not a furry. INTP-T. He/Him & 🏳️‍🌈. Carrd: https://t.co/XvlKIkwu0I,498,1134,"North Carolina, USA",1
1245966095762239488,@AppleSupport It seems to be business as usual for Apple. You are charging developers right in the middle of the cl… https://t.co/4ofwvBffNL,2020-04-03 06:47:20,0,0,Twitter for iPhone,25257799,jhbretin,Jean Hugues Bretin,2009-03-19 08:06:53,Jean-Hugues Bretin is Founder of Raisin: The Natural Wine App #naturalwine,1554,2455,Paris,1
1245966077210677248,@yakhphol I need an Apple Watch.,2020-04-03 06:47:16,0,0,Twitter Web App,56113264,Nisawani,NW,2009-07-12 15:20:53,Watch me destroy everything I love,293,3,Kashmir ⛺️,1
1245966052938391552,@Peterhchau You mean that Apple dude can't remember how to spell his name? Said him and his wife were patient zero… https://t.co/Eo2BWs1CQQ,2020-04-03 06:47:10,0,0,Twitter for Android,239936267,Douglas_Brown42,Douglas Brown,2011-01-18 19:45:51,,189,787,"Houston, Tx",1
1245966000434151429,"Thanks @apple for making things complicated, you are the new IE6, life would have been boring without stupid obstacles...",2020-04-03 06:46:58,0,0,Twitter Web App,240638492,dimaip,Dmitri Pisarev 🇷🇺,2011-01-20 11:34:42,I believe in Christ. Also I'm a web developer who's learning design thinking.  @neoscms team member. #reactjs all things! In love with #opensource,607,1145,Moscow,1
1245965983375818752,"@frankiekerner... if you're lookin for a podcast, we interview Business Creators &amp; Innovators on Millionaire Interv… https://t.co/rjnD0leY4r",2020-04-03 06:46:54,0,0,Buffer,958892208744263681,VanessaSwift,Vanessa ⛱,2018-02-01 02:38:12,Marketing Intern for the Millionaire Interviews Podcast (@MillionairePod).  Just getting my twitter social media game on track to help promote. ; ),1285,2040,San Diego,1
1245965970167848962,@jmnsie APPLE BOTTOM JEANS,2020-04-03 06:46:50,0,0,Twitter for iPhone,3197652792,jintiddies,kc⁷,2015-05-16 16:52:32,jimin. just jimin.,1106,193,eve ♡,1
1245965968230080512,"@neilhimself Feijoa crumble, OMG it is better than apple crumble.",2020-04-03 06:46:50,0,0,Twitter for Android,327305147,Stevenfurnessnz,Steve in isolation,2011-07-01 10:27:21,Just hanging,302,1494,Auckland New Zealand ,1
1245965962848788480,@nahuelroark @ScheenDoug @eBay I dream for the day @Apple will make their products in the US. May give a chance for… https://t.co/yB1nnK7yLc,2020-04-03 06:46:49,0,0,Twitter for iPhone,32826613,TheInfamous321,Danny,2009-04-18 07:40:52,I may not be right but I’ll call you out on your bullshit. Change my mind.,27,161,Cali,1
1245965959040548864,@lizzyyy__ I have Apple Music lmao LG #SadGirlClub2020,2020-04-03 06:46:48,0,1,Twitter for iPhone,1535143104,MysterysUnknown,cdawg,2013-06-20 22:24:49,"Sometimes you’re not even evil, just a genius 👦🏻 Mommy mentality 🧜🏽‍♀️",830,222,06.20.13 ,1
1245965957950046208,IM GONNA *microwave noises* *tornado siren* *windows shut down noises* *fire alarm goes off* *default apple alarm sound*,2020-04-03 06:46:47,0,1,Twitter for iPhone,1164237158930178048,420choisan,sev 🖤,2019-08-21 18:05:54,"#WWX: i’m tired of people being mean to me just bc i’m cringey, evil, terrible, and i eat toxins",221,286,he/they | 19 | 🏳️‍🌈,1
1245965937297088513,@caffreysamantha i just use apple music now 🤷‍♀️,2020-04-03 06:46:43,0,0,Twitter for iPhone,2531777115,Kaytaaaa,lil baby,2014-05-05 21:16:56,i can do all things through lily rose depp who strengthens me philippians 4:13,175,290,With your dad,1
1245965920541061120,"@Blvckish Noo, we don’t need any of his softwares now. I don’t even have Microsoft office on my Mac, iPhone and iPa… https://t.co/AWmxyncbtZ",2020-04-03 06:46:39,0,0,Twitter for iPhone,354160004,RayTilde,Rayyan Aliyu Tilde,2011-08-13 07:02:31,Founder @amigo_shopping. Data Scientist. Business Account: @Rayyan_Tilde,4860,969,Tilde,1
1245965901314306049,@princesspagne Apple Music. It’s called Dear April,2020-04-03 06:46:34,0,0,Twitter for iPhone,1653906038,raiaah_,MariahS.,2013-08-07 21:22:10,“A girl should be two things: classy & fabulous” - Coco Chanel,3679,1132,Nola•Houston | 🇨🇴,1
1245965874433077249,"@shoe0nhead Mmm idk the Patriot Act is the most unpopular law of modern times, so they probably don't wanna associa… https://t.co/rYM2uMLUFR",2020-04-03 06:46:28,0,0,Twitter Web App,954926874211356672,idkwhat2typenow,Dixon Cider🐝,2018-01-21 04:01:23,"Packers,Marvel, Star Wars,DBZ. In That Order. Your Quarterback and Favorite Movie Suck.",85,392,"Doomstadt, Latveria",1
1245965856133308421,"@CrazyShare3 #COVID19 discount
 Apple iPhone 11 Pro Max for sale $599

https://t.co/t9bVFkSuhJ

#Apple #AppleStore… https://t.co/znk5YfmTEQ",2020-04-03 06:46:23,0,1,Twitter for Android,1225175792201674752,CrazyShare3,Crazy Clearance,2020-02-05 21:54:28,Take advantage of Crazy Clearance offer. Buy any product from our offer with a 51% discount. More information our website https://t.co/bB2tm7FWbo,3,0,"London, England",1
1245965793004748801,@TheEllenShow @LeoDiCaprio @laurenepowell @Apple GO 4 IT !  !,2020-04-03 06:46:08,0,0,Twitter Web App,411343269,doc_arnie,Doc W Arnold,2011-11-13 08:57:29,"I find it very ironic that the very people who are immigrants to my ancestor's country are accusing others of stealing their jobs, their homes and their land.",30,51,"Spielberg, Germany",1
1245965770527473666,@Wale https://t.co/og0lKEhlYK @Wale check out my co worker EP. yes he made all those beats himself 💯💪🏾 Young Kanye shit man,2020-04-03 06:46:03,0,0,Twitter Web App,402862937,KingArthur92_,Rise to the power,2011-11-01 17:45:29,Just want a couple dollas that’s all 🤝,217,337,"Tallahassee, FL",1
1245965733349203968,@nikoblaf New Apple ID,2020-04-03 06:45:54,0,0,Twitter for iPhone,1011597222440521728,LilEpicFailer,xOG,2018-06-26 13:09:07,100k in Bar ist das Ziel.,79,100,"Solca, România",1
1245965716299427841,@KingKiyahn the way i’m too emotionally invested into apple music......wont lemme do dat,2020-04-03 06:45:50,0,1,Twitter for iPhone,4806239238,georgellllle,georgelle,2016-01-24 06:20:10,my mind is so powerful,587,487,houston,1
1245965698830082048,"@kuhlaniszn look at myself in the mirror for hours, start singing, go hug mink, drop the album, put cloud 19 on app… https://t.co/eQUkVpx0Li",2020-04-03 06:45:46,0,2,Twitter for iPhone,157011643,melanitsnmi,mél,2010-06-18 15:51:38,"♏️ scorpio moon, rising taurus / met demi : 28.2.18 / 🌊 an oakland girl has my heart : met her 10.5.17 / 15.7.17 / 28.2.18 🌻 born in france, raised in the bay",1010,413,Bay Area,1
1245965681209700353,@angieee64 Green apple Smirnoff vodka,2020-04-03 06:45:41,0,0,Twitter for iPhone,839716140267905025,aaryyaannaa,Ary🖤👑,2017-03-09 05:55:03,"FEARLESS🌪✨🚀🪐 There ain’t another like me, that I can guarantee 🖤👅                   $aaryyaannaa",239,516,,1
1245965662696038401,@nuarue me not knowing what hay day is then looking it up then the Apple store telling me I’ve already downloaded it before . Kween shiz,2020-04-03 06:45:37,0,0,Twitter for iPhone,1048306366652112897,fvrain,ara♡ems,2018-10-05 20:18:09,@em5ue Dyke,107,113,emma (*≧∀≦*),1
1245965657813835777,"@gyip Supposedly there are tropical apple varieties but i don't know anyone who's managed a frost free apple

There… https://t.co/idHUUHB5I0",2020-04-03 06:45:36,0,1,Twitter for Android,381897279,k_loulee,aggressive deaccessioner is aggressive,2011-09-29 03:59:42,nerd. chorister. many fandom person. archivist. slightly mad. cranky ace/aro/agender triple threat. pronouns: she/they.,408,1043,,1
1245965627266752513,"then a few old underground youngboy classics, then my favorite youngboy features (on apple music)",2020-04-03 06:45:29,0,0,Twitter for iPhone,3215348475,jayytrending,JAYY💉,2015-04-28 03:42:47,kiss my ass,870,992,,1
1245965584052957184,@timminchin Because apple are shiiiittt,2020-04-03 06:45:18,0,0,Twitter for Android,286613211,bradtaylor92,Brad Taylor,2011-04-23 10:17:47,"Remember Remember the 5th of november gunpowder treason and plot, I know of no reason why the gunpowder treason should ever be forgot V",127,1184,Northampton,1
1245965572615045121,@Nxnabina do you have apple music?,2020-04-03 06:45:16,0,0,Twitter for iPhone,3221754049,loourdessa,lou :)),2015-05-20 18:47:46,lourdes (lor-diss) atl #mizzou,869,722,,1
1245965534853726209,"@TYLERLANDON8 i love it stream
https://t.co/03L7A1PYux",2020-04-03 06:45:07,0,0,Twitter for iPhone,1208451864955703297,75pinks,ً,2019-12-21 18:19:19,#1 abiior stan | she/her,102,98,75 + bp + am.,1
